点位编号,经度,纬度,发现时间,人员编号
D02,118.3671,31.2342,2020-11-02 09:39:09.340487,P1603
D02,118.3671,31.2342,2020-11-02 09:39:19.004716,P1627
D02,118.3671,31.2342,2020-11-02 09:39:30.153420,P0161
D02,118.3671,31.2342,2020-11-02 09:39:44.287826,P0134
D02,118.3671,31.2342,2020-11-02 09:39:48.849108,P0055
D02,118.3671,31.2342,2020-11-02 09:39:54.945868,P1942
D02,118.3671,31.2342,2020-11-02 09:40:05.212535,P0132
D02,118.3671,31.2342,2020-11-02 09:40:37.074154,P1798
D02,118.3671,31.2342,2020-11-02 09:41:02.596469,P0010
D02,118.3671,31.2342,2020-11-02 09:41:30.393586,P1993
D02,118.3671,31.2342,2020-11-02 09:41:34.093204,P0111
D02,118.3671,31.2342,2020-11-02 09:41:41.117906,P0157
D02,118.3671,31.2342,2020-11-02 09:41:43.210048,P1831
D02,118.3671,31.2342,2020-11-02 09:41:56.331373,P1975
D02,118.3671,31.2342,2020-11-02 09:42:43.820557,P1747
D02,118.3671,31.2342,2020-11-02 09:42:45.431730,P1858
D02,118.3671,31.2342,2020-11-02 09:42:55.529618,P0170
D02,118.3671,31.2342,2020-11-02 09:43:03.032676,P0107
D02,118.3671,31.2342,2020-11-02 09:43:09.885422,P1702
D02,118.3671,31.2342,2020-11-02 09:43:24.500913,P1972
D02,118.3671,31.2342,2020-11-02 09:43:30.472528,P0064
D02,118.3671,31.2342,2020-11-02 09:43:49.491329,P1708
D02,118.3671,31.2342,2020-11-02 09:43:49.982795,P1630
D02,118.3671,31.2342,2020-11-02 09:44:00.509986,P1819
D02,118.3671,31.2342,2020-11-02 09:44:06.988718,P0150
D02,118.3671,31.2342,2020-11-02 09:44:09.331352,P0149
D02,118.3671,31.2342,2020-11-02 09:44:18.789633,P0147
D02,118.3671,31.2342,2020-11-02 09:44:32.789997,P1762
D02,118.3671,31.2342,2020-11-02 09:44:45.248460,P1990
D02,118.3671,31.2342,2020-11-02 09:44:47.765026,P1606
D02,118.3671,31.2342,2020-11-02 09:44:49.620602,P1612
D02,118.3671,31.2342,2020-11-02 09:44:52.277848,P0019
D02,118.3671,31.2342,2020-11-02 09:45:00.152121,P1813
D02,118.3671,31.2342,2020-11-02 09:45:02.875321,P0091
D02,118.3671,31.2342,2020-11-02 09:45:05.983820,P0182
D02,118.3671,31.2342,2020-11-02 09:45:15.338960,P1801
D02,118.3671,31.2342,2020-11-02 09:45:22.380457,P1864
D02,118.3671,31.2342,2020-11-02 09:45:52.158517,P0177
D02,118.3671,31.2342,2020-11-02 09:45:52.989491,P0114
D02,118.3671,31.2342,2020-11-02 09:45:56.060519,P0164
D02,118.3671,31.2342,2020-11-02 09:46:10.384160,P1933
D02,118.3671,31.2342,2020-11-02 09:46:12.405497,P1870
D02,118.3671,31.2342,2020-11-02 09:46:35.454467,P0120
D02,118.3671,31.2342,2020-11-02 09:46:42.717239,P1894
D02,118.3671,31.2342,2020-11-02 09:46:46.424119,P0131
D02,118.3671,31.2342,2020-11-02 09:46:46.461985,P1723
D02,118.3671,31.2342,2020-11-02 09:47:45.555935,P1762
D02,118.3671,31.2342,2020-11-02 09:47:53.869543,P1888
D02,118.3671,31.2342,2020-11-02 09:47:57.482351,P0155
D02,118.3671,31.2342,2020-11-02 09:48:02.119245,P0197
D02,118.3671,31.2342,2020-11-02 09:48:03.327184,P1624
D02,118.3671,31.2342,2020-11-02 09:48:33.947064,P1999
D02,118.3671,31.2342,2020-11-02 09:48:36.512056,P1750
D02,118.3671,31.2342,2020-11-02 09:48:39.730154,P1891
D02,118.3671,31.2342,2020-11-02 09:48:52.080937,P0135
D02,118.3671,31.2342,2020-11-02 09:49:10.524449,P1603
D02,118.3671,31.2342,2020-11-02 09:49:27.714839,P1972
D02,118.3671,31.2342,2020-11-02 09:49:38.947838,P1798
D02,118.3671,31.2342,2020-11-02 09:49:43.116174,P1942
D02,118.3671,31.2342,2020-11-02 09:49:48.351434,P0109
D02,118.3671,31.2342,2020-11-02 09:50:45.034054,P1960
D02,118.3671,31.2342,2020-11-02 09:50:52.213660,P0163
D02,118.3671,31.2342,2020-11-02 09:50:58.520841,P0013
D02,118.3671,31.2342,2020-11-02 09:50:59.129149,P0094
D02,118.3671,31.2342,2020-11-02 09:51:05.934974,P1987
D02,118.3671,31.2342,2020-11-02 09:51:08.029673,P0010
D02,118.3671,31.2342,2020-11-02 09:51:31.288200,P1831
D02,118.3671,31.2342,2020-11-02 09:51:57.805521,P0070
D02,118.3671,31.2342,2020-11-02 09:52:06.158632,P1627
D02,118.3671,31.2342,2020-11-02 09:52:28.780168,P0183
D02,118.3671,31.2342,2020-11-02 09:52:37.681539,P0055
D02,118.3671,31.2342,2020-11-02 09:52:42.585242,P0173
D02,118.3671,31.2342,2020-11-02 09:53:03.143416,P1993
D02,118.3671,31.2342,2020-11-02 09:53:03.970100,P1630
D02,118.3671,31.2342,2020-11-02 09:53:10.931133,P1747
D02,118.3671,31.2342,2020-11-02 09:53:25.213077,P0025
D02,118.3671,31.2342,2020-11-02 09:53:41.799741,P1756
D02,118.3671,31.2342,2020-11-02 09:53:48.873182,P0052
D02,118.3671,31.2342,2020-11-02 09:53:54.977476,P0115
D02,118.3671,31.2342,2020-11-02 09:53:55.972919,P0019
D02,118.3671,31.2342,2020-11-02 09:54:00.496031,P1840
D02,118.3671,31.2342,2020-11-02 09:54:03.161764,P0171
D02,118.3671,31.2342,2020-11-02 09:54:07.657543,P0180
D02,118.3671,31.2342,2020-11-02 09:55:23.217567,P0154
D02,118.3671,31.2342,2020-11-02 09:55:24.104671,P1870
D02,118.3671,31.2342,2020-11-02 09:55:38.585733,P1990
D02,118.3671,31.2342,2020-11-02 09:55:39.528317,P1822
D02,118.3671,31.2342,2020-11-02 09:55:42.695975,P1813
D02,118.3671,31.2342,2020-11-02 09:55:42.721955,P0192
D02,118.3671,31.2342,2020-11-02 09:55:46.953365,P1891
D02,118.3671,31.2342,2020-11-02 09:55:49.613763,P1933
D02,118.3671,31.2342,2020-11-02 09:55:50.130086,P1708
D02,118.3671,31.2342,2020-11-02 09:55:59.952648,P1723
D02,118.3671,31.2342,2020-11-02 09:56:01.023410,P0193
D02,118.3671,31.2342,2020-11-02 09:56:15.685945,P1777
D02,118.3671,31.2342,2020-11-02 09:57:00.000847,P0119
D02,118.3671,31.2342,2020-11-02 09:57:10.046105,P1858
D02,118.3671,31.2342,2020-11-02 09:57:30.703636,P1885
D02,118.3671,31.2342,2020-11-02 09:57:42.916221,P0186
D02,118.3671,31.2342,2020-11-02 09:57:48.009980,P1789
D02,118.3671,31.2342,2020-11-02 09:57:51.721854,P0195
D02,118.3671,31.2342,2020-11-02 09:57:56.091303,P0105
D02,118.3671,31.2342,2020-11-02 09:58:07.482555,P1624
D02,118.3671,31.2342,2020-11-02 09:58:15.660601,P1864
D02,118.3671,31.2342,2020-11-02 09:58:28.209375,P1762
D02,118.3671,31.2342,2020-11-02 09:58:37.880901,P0178
D02,118.3671,31.2342,2020-11-02 09:58:53.723193,P0140
D02,118.3671,31.2342,2020-11-02 09:59:01.471527,P1750
D02,118.3671,31.2342,2020-11-02 09:59:15.334859,P1819
D02,118.3671,31.2342,2020-11-02 09:59:25.596052,P1771
D02,118.3671,31.2342,2020-11-02 09:59:36.246002,P1627
D02,118.3671,31.2342,2020-11-02 09:59:41.242586,P1960
D02,118.3671,31.2342,2020-11-02 09:59:42.592755,P0091
D02,118.3671,31.2342,2020-11-02 09:59:51.805307,P1630
D02,118.3671,31.2342,2020-11-02 09:59:53.626848,P1612
D02,118.3671,31.2342,2020-11-02 10:00:32.844773,P1894
D02,118.3671,31.2342,2020-11-02 10:00:34.226730,P0013
D02,118.3671,31.2342,2020-11-02 10:00:40.349469,P0103
D02,118.3671,31.2342,2020-11-02 10:00:58.663800,P1606
D02,118.3671,31.2342,2020-11-02 10:01:21.376221,P1702
D02,118.3671,31.2342,2020-11-02 10:01:31.784509,P0139
D02,118.3671,31.2342,2020-11-02 10:01:49.856666,P0134
D02,118.3671,31.2342,2020-11-02 10:02:04.538066,P0159
D02,118.3671,31.2342,2020-11-02 10:02:14.568632,P1777
D02,118.3671,31.2342,2020-11-02 10:02:14.810242,P0188
D02,118.3671,31.2342,2020-11-02 10:02:53.143666,P0169
D02,118.3671,31.2342,2020-11-02 10:03:00.815552,P1603
D02,118.3671,31.2342,2020-11-02 10:03:23.075366,P1801
D02,118.3671,31.2342,2020-11-02 10:03:27.867236,P1990
D02,118.3671,31.2342,2020-11-02 10:03:46.361589,P0137
D02,118.3671,31.2342,2020-11-02 10:03:54.387945,P1723
D02,118.3671,31.2342,2020-11-02 10:04:45.329542,P1864
D02,118.3671,31.2342,2020-11-02 10:05:07.324009,P0175
D02,118.3671,31.2342,2020-11-02 10:05:07.353629,P0100
D02,118.3671,31.2342,2020-11-02 10:05:28.417961,P1822
D02,118.3671,31.2342,2020-11-02 10:05:43.806719,P1999
D02,118.3671,31.2342,2020-11-02 10:05:47.432835,P0122
D02,118.3671,31.2342,2020-11-02 10:06:03.939884,P0179
D02,118.3671,31.2342,2020-11-02 10:06:17.166256,P0124
D02,118.3671,31.2342,2020-11-02 10:06:30.577857,P0146
D02,118.3671,31.2342,2020-11-02 10:06:36.251464,P1840
D02,118.3671,31.2342,2020-11-02 10:06:49.665148,P1630
D02,118.3671,31.2342,2020-11-02 10:06:51.024912,P1933
D02,118.3671,31.2342,2020-11-02 10:07:08.619479,P0198
D02,118.3671,31.2342,2020-11-02 10:07:12.860272,P1870
D02,118.3671,31.2342,2020-11-02 10:07:17.704682,P1756
D02,118.3671,31.2342,2020-11-02 10:07:18.255711,P1813
D02,118.3671,31.2342,2020-11-02 10:07:38.380945,P1942
D02,118.3671,31.2342,2020-11-02 10:07:40.751730,P0168
D02,118.3671,31.2342,2020-11-02 10:07:49.437415,P1789
D02,118.3671,31.2342,2020-11-02 10:07:54.728214,P0102
D02,118.3671,31.2342,2020-11-02 10:07:55.537093,P1819
D02,118.3671,31.2342,2020-11-02 10:07:55.796056,P0104
D02,118.3671,31.2342,2020-11-02 10:08:15.206410,P1762
D02,118.3671,31.2342,2020-11-02 10:08:15.818332,P0170
D02,118.3671,31.2342,2020-11-02 10:08:32.253076,P1777
D02,118.3671,31.2342,2020-11-02 10:08:34.923154,P0055
D02,118.3671,31.2342,2020-11-02 10:09:12.480559,P1750
D02,118.3671,31.2342,2020-11-02 10:09:17.960660,P0151
D02,118.3671,31.2342,2020-11-02 10:09:21.671192,P1987
D02,118.3671,31.2342,2020-11-02 10:09:33.633378,P0181
D02,118.3671,31.2342,2020-11-02 10:10:01.920336,P1624
D02,118.3671,31.2342,2020-11-02 10:10:03.109412,P0145
D02,118.3671,31.2342,2020-11-02 10:10:05.354440,P0174
D02,118.3671,31.2342,2020-11-02 10:10:14.053325,P1798
D02,118.3671,31.2342,2020-11-02 10:10:19.084735,P0136
D02,118.3671,31.2342,2020-11-02 10:10:26.626436,P1960
D02,118.3671,31.2342,2020-11-02 10:10:29.652312,P0160
D02,118.3671,31.2342,2020-11-02 10:10:35.266952,P0117
D02,118.3671,31.2342,2020-11-02 10:10:36.825600,P1708
D02,118.3671,31.2342,2020-11-02 10:11:02.124902,P1612
D02,118.3671,31.2342,2020-11-02 10:11:04.679416,P1858
D02,118.3671,31.2342,2020-11-02 10:11:21.985667,P1993
D02,118.3671,31.2342,2020-11-02 10:11:28.713506,P1627
D02,118.3671,31.2342,2020-11-02 10:11:43.948818,P1771
D02,118.3671,31.2342,2020-11-02 10:11:56.290044,P1972
D02,118.3671,31.2342,2020-11-02 10:12:31.151317,P1831
D02,118.3671,31.2342,2020-11-02 10:12:40.830765,P1606
D02,118.3671,31.2342,2020-11-02 10:12:41.043067,P0149
D02,118.3671,31.2342,2020-11-02 10:12:55.222082,P1885
D02,118.3671,31.2342,2020-11-02 10:12:57.468837,P0112
D02,118.3671,31.2342,2020-11-02 10:12:58.443710,P0141
D02,118.3671,31.2342,2020-11-02 10:13:12.379608,P1894
D02,118.3671,31.2342,2020-11-02 10:13:34.431455,P0091
D02,118.3671,31.2342,2020-11-02 10:13:45.967183,P1723
D02,118.3671,31.2342,2020-11-02 10:14:01.586019,P0110
D02,118.3671,31.2342,2020-11-02 10:14:05.056099,P0142
D02,118.3671,31.2342,2020-11-02 10:14:59.164158,P1813
D02,118.3671,31.2342,2020-11-02 10:15:07.153224,P0127
D02,118.3671,31.2342,2020-11-02 10:15:27.647440,P1630
D02,118.3671,31.2342,2020-11-02 10:15:35.915490,P0135
D02,118.3671,31.2342,2020-11-02 10:15:43.474737,P0121
D02,118.3671,31.2342,2020-11-02 10:16:00.747020,P1789
D02,118.3671,31.2342,2020-11-02 10:16:04.652153,P0191
D02,118.3671,31.2342,2020-11-02 10:16:05.085948,P0120
D02,118.3671,31.2342,2020-11-02 10:16:16.476176,P0189
D02,118.3671,31.2342,2020-11-02 10:16:20.570016,P1990
D02,118.3671,31.2342,2020-11-02 10:16:23.725298,P1702
D02,118.3671,31.2342,2020-11-02 10:16:24.941387,P0156
D02,118.3671,31.2342,2020-11-02 10:16:25.905025,P0123
D02,118.3671,31.2342,2020-11-02 10:16:29.194270,P1864
D02,118.3671,31.2342,2020-11-02 10:16:35.020053,P1870
D02,118.3671,31.2342,2020-11-02 10:17:02.372232,P0128
D02,118.3671,31.2342,2020-11-02 10:17:17.530503,P1933
D02,118.3671,31.2342,2020-11-02 10:17:23.019223,P1840
D02,118.3671,31.2342,2020-11-02 10:17:36.104252,P1708
D02,118.3671,31.2342,2020-11-02 10:17:40.571597,P1942
D02,118.3671,31.2342,2020-11-02 10:17:44.964940,P1993
D02,118.3671,31.2342,2020-11-02 10:18:03.067557,P1822
D02,118.3671,31.2342,2020-11-02 10:18:06.978486,P0143
D02,118.3671,31.2342,2020-11-02 10:18:12.422176,P1999
D02,118.3671,31.2342,2020-11-02 10:18:23.090540,P1987
D02,118.3671,31.2342,2020-11-02 10:18:32.796098,P1771
D02,118.3671,31.2342,2020-11-02 10:18:33.984178,P1603
D02,118.3671,31.2342,2020-11-02 10:18:51.059259,P0162
D02,118.3671,31.2342,2020-11-02 10:19:10.628546,P1798
D02,118.3671,31.2342,2020-11-02 10:19:18.673122,P0107
D02,118.3671,31.2342,2020-11-02 10:19:40.250381,P1819
D02,118.3671,31.2342,2020-11-02 10:19:44.498792,P0147
D02,118.3671,31.2342,2020-11-02 10:19:56.245186,P1627
D02,118.3671,31.2342,2020-11-02 10:20:19.525129,P1624
D02,118.3671,31.2342,2020-11-02 10:20:30.909514,P1894
D02,118.3671,31.2342,2020-11-02 10:20:46.531306,P0101
D02,118.3671,31.2342,2020-11-02 10:21:23.585463,P1777
D02,118.3671,31.2342,2020-11-02 10:21:25.031885,P0184
D02,118.3671,31.2342,2020-11-02 10:21:44.502912,P0130
D02,118.3671,31.2342,2020-11-02 10:22:11.500511,P0157
D02,118.3671,31.2342,2020-11-02 10:22:14.310158,P0109
D02,118.3671,31.2342,2020-11-02 10:22:25.859226,P1606
D02,118.3671,31.2342,2020-11-02 10:22:56.506043,P0173
D02,118.3671,31.2342,2020-11-02 10:23:39.548522,P1612
D02,118.3671,31.2342,2020-11-02 10:23:41.104286,P0114
D02,118.3671,31.2342,2020-11-02 10:23:46.567868,P0194
D02,118.3671,31.2342,2020-11-02 10:23:47.246883,P1801
D02,118.3671,31.2342,2020-11-02 10:23:58.174211,P1972
D02,118.3671,31.2342,2020-11-02 10:24:35.598927,P0199
D02,118.3671,31.2342,2020-11-02 10:24:35.720819,P0153
D02,118.3671,31.2342,2020-11-02 10:24:36.376316,P1831
D02,118.3671,31.2342,2020-11-02 10:24:39.898099,P0195
D02,118.3671,31.2342,2020-11-02 10:24:41.160910,P1885
D02,118.3671,31.2342,2020-11-02 10:24:41.280121,P0197
D02,118.3671,31.2342,2020-11-02 10:24:42.363135,P0111
D02,118.3671,31.2342,2020-11-02 10:24:45.118861,P1750
D02,118.3671,31.2342,2020-11-02 10:24:48.562451,P0182
D02,118.3671,31.2342,2020-11-02 10:25:14.643863,P1630
D02,118.3671,31.2342,2020-11-02 10:25:17.466573,P0126
D02,118.3671,31.2342,2020-11-02 10:25:50.346560,P1708
D02,118.3671,31.2342,2020-11-02 10:26:02.415973,P1870
D02,118.3671,31.2342,2020-11-02 10:26:40.702515,P0171
D02,118.3671,31.2342,2020-11-02 10:26:48.418372,P0159
D02,118.3671,31.2342,2020-11-02 10:26:51.735396,P1819
D02,118.3671,31.2342,2020-11-02 10:26:53.050344,P0169
D02,118.3671,31.2342,2020-11-02 10:26:59.264525,P1858
D02,118.3671,31.2342,2020-11-02 10:27:00.847874,P1999
D02,118.3671,31.2342,2020-11-02 10:27:23.382289,P1987
D02,118.3671,31.2342,2020-11-02 10:27:30.366285,P0183
D02,118.3671,31.2342,2020-11-02 10:27:36.902531,P0193
D02,118.3671,31.2342,2020-11-02 10:27:42.368964,P1624
D02,118.3671,31.2342,2020-11-02 10:27:59.610621,P1777
D02,118.3671,31.2342,2020-11-02 10:28:06.695204,P1723
D02,118.3671,31.2342,2020-11-02 10:28:09.894153,P0140
D02,118.3671,31.2342,2020-11-02 10:28:32.133327,P0188
D02,118.3671,31.2342,2020-11-02 10:28:43.782511,P0106
D02,118.3671,31.2342,2020-11-02 10:28:51.652496,P1789
D02,118.3671,31.2342,2020-11-02 10:29:30.207038,P1603
D02,118.3671,31.2342,2020-11-02 10:29:33.883214,P1993
D02,118.3671,31.2342,2020-11-02 10:29:48.604002,P1702
D02,118.3671,31.2342,2020-11-02 10:30:17.507140,P0119
D02,118.3671,31.2342,2020-11-02 10:30:46.170780,P0139
D02,118.3671,31.2342,2020-11-02 10:30:53.234050,P0104
D02,118.3671,31.2342,2020-11-02 10:31:42.508416,P0187
D02,118.3671,31.2342,2020-11-02 10:31:47.793073,P1822
D02,118.3671,31.2342,2020-11-02 10:32:04.624956,P0133
D02,118.3671,31.2342,2020-11-02 10:32:11.437577,P0115
D02,118.3671,31.2342,2020-11-02 10:32:28.322402,P0186
D02,118.3671,31.2342,2020-11-02 10:32:58.047745,P1801
D02,118.3671,31.2342,2020-11-02 10:33:16.364858,P1894
D02,118.3671,31.2342,2020-11-02 10:33:25.643804,P1831
D02,118.3671,31.2342,2020-11-02 10:33:35.818701,P1885
D02,118.3671,31.2342,2020-11-02 10:33:54.279182,P0190
D02,118.3671,31.2342,2020-11-02 10:34:15.860223,P1798
D02,118.3671,31.2342,2020-11-02 10:34:26.996289,P1987
D02,118.3671,31.2342,2020-11-02 10:34:28.225503,P0131
D02,118.3671,31.2342,2020-11-02 10:34:50.703052,P0102
D02,118.3671,31.2342,2020-11-02 10:35:04.992360,P0103
D02,118.3671,31.2342,2020-11-02 10:35:21.732510,P0198
D02,118.3671,31.2342,2020-11-02 10:35:28.848814,P0154
D02,118.3671,31.2342,2020-11-02 10:35:58.658694,P1840
D02,118.3671,31.2342,2020-11-02 10:36:04.880855,P1630
D02,118.3671,31.2342,2020-11-02 10:36:24.002054,P1627
D02,118.3671,31.2342,2020-11-02 10:36:29.850748,P0125
D02,118.3671,31.2342,2020-11-02 10:36:35.709160,P1612
D02,118.3671,31.2342,2020-11-02 10:36:36.037457,P0196
D02,118.3671,31.2342,2020-11-02 10:36:57.397423,P1702
D02,118.3671,31.2342,2020-11-02 10:37:18.438611,P1999
D02,118.3671,31.2342,2020-11-02 10:37:35.637692,P0192
D02,118.3671,31.2342,2020-11-02 10:37:56.138290,P1624
D02,118.3671,31.2342,2020-11-02 10:37:59.264857,P0181
D02,118.3671,31.2342,2020-11-02 10:38:10.311105,P1993
D02,118.3671,31.2342,2020-11-02 10:38:19.913586,P0145
D02,118.3671,31.2342,2020-11-02 10:38:34.446120,P0129
D02,118.3671,31.2342,2020-11-02 10:38:41.985242,P0120
D02,118.3671,31.2342,2020-11-02 10:38:58.216507,P1723
D02,118.3671,31.2342,2020-11-02 10:39:08.336128,P0144
D02,118.3671,31.2342,2020-11-02 10:39:30.788727,P0185
D02,118.3671,31.2342,2020-11-02 10:39:45.524394,P1603
D02,118.3671,31.2342,2020-11-02 10:39:55.923179,P1885
D02,118.3671,31.2342,2020-11-02 10:39:58.652653,P0136
D02,118.3671,31.2342,2020-11-02 10:40:12.434732,P1801
D02,118.3671,31.2342,2020-11-02 10:40:14.277417,P0161
D02,118.3671,31.2342,2020-11-02 10:41:27.725730,P0123
D02,118.3671,31.2342,2020-11-02 10:41:55.567216,P1894
D02,118.3671,31.2342,2020-11-02 10:42:24.953317,P1987
D02,118.3671,31.2342,2020-11-02 10:42:33.987604,P0100
D02,118.3671,31.2342,2020-11-02 10:42:45.462587,P1777
D02,118.3671,31.2342,2020-11-02 10:42:53.445693,P1972
D02,118.3671,31.2342,2020-11-02 10:42:55.857083,P1822
D02,118.3671,31.2342,2020-11-02 10:43:07.200034,P1831
D02,118.3671,31.2342,2020-11-02 10:43:11.879772,P0142
D02,118.3671,31.2342,2020-11-02 10:43:27.544513,P1999
D02,118.3671,31.2342,2020-11-02 10:43:46.251211,P0155
D02,118.3671,31.2342,2020-11-02 10:43:48.372613,P1612
D02,118.3671,31.2342,2020-11-02 10:45:55.474206,P1627
D02,118.3671,31.2342,2020-11-02 10:46:53.725375,P0132
D02,118.3671,31.2342,2020-11-02 10:46:59.345740,P0135
D02,118.3671,31.2342,2020-11-02 10:47:01.096412,P1723
D02,118.3671,31.2342,2020-11-02 10:47:34.374170,P1702
D02,118.3671,31.2342,2020-11-02 10:47:54.146594,P0168
D02,118.3671,31.2342,2020-11-02 10:48:07.599181,P0122
D02,118.3671,31.2342,2020-11-02 10:48:19.930315,P0117
D02,118.3671,31.2342,2020-11-02 10:48:44.704232,P0174
D02,118.3671,31.2342,2020-11-02 10:48:48.645907,P0127
D02,118.3671,31.2342,2020-11-02 10:49:49.847591,P1777
D02,118.3671,31.2342,2020-11-02 10:51:31.274140,P1993
D02,118.3671,31.2342,2020-11-02 10:52:01.340092,P0138
D02,118.3671,31.2342,2020-11-02 10:52:02.054714,P1627
D02,118.3671,31.2342,2020-11-02 10:52:02.942187,P0130
D02,118.3671,31.2342,2020-11-02 10:52:06.333198,P0121
D02,118.3671,31.2342,2020-11-02 10:52:29.745846,P0178
D02,118.3671,31.2342,2020-11-02 10:52:29.993373,P0147
D02,118.3671,31.2342,2020-11-02 10:53:13.922484,P0173
D02,118.3671,31.2342,2020-11-02 10:54:01.198334,P0146
D02,118.3671,31.2342,2020-11-02 10:54:02.913180,P0148
D02,118.3671,31.2342,2020-11-02 10:54:21.099881,P0167
D02,118.3671,31.2342,2020-11-02 10:54:52.301767,P0175
D02,118.3671,31.2342,2020-11-02 10:55:14.445700,P1831
D02,118.3671,31.2342,2020-11-02 10:55:44.879296,P0164
D02,118.3671,31.2342,2020-11-02 10:56:18.078764,P0165
D02,118.3671,31.2342,2020-11-02 10:56:24.756549,P0158
D02,118.3671,31.2342,2020-11-02 10:57:08.600712,P1603
D02,118.3671,31.2342,2020-11-02 10:57:24.599845,P1972
D02,118.3671,31.2342,2020-11-02 10:57:26.722682,P1702
D02,118.3671,31.2342,2020-11-02 10:58:09.648175,P0145
D02,118.3671,31.2342,2020-11-02 10:58:16.474735,P0190
D02,118.3671,31.2342,2020-11-02 10:58:18.624852,P1987
D02,118.3671,31.2342,2020-11-02 10:58:37.437984,P0119
D02,118.3671,31.2342,2020-11-02 10:59:03.710601,P0177
D02,118.3671,31.2342,2020-11-02 11:00:36.746793,P0197
D02,118.3671,31.2342,2020-11-02 11:01:43.207091,P0102
D02,118.3671,31.2342,2020-11-02 11:01:59.804589,P0118
D02,118.3671,31.2342,2020-11-02 11:03:15.263629,P0153
D02,118.3671,31.2342,2020-11-02 11:03:27.498558,P1777
D02,118.3671,31.2342,2020-11-02 11:03:55.640883,P0139
D02,118.3671,31.2342,2020-11-02 11:04:02.470071,P0195
D02,118.3671,31.2342,2020-11-02 11:04:16.136697,P0160
D02,118.3671,31.2342,2020-11-02 11:04:24.900591,P0154
D02,118.3671,31.2342,2020-11-02 11:04:36.166222,P0101
D02,118.3671,31.2342,2020-11-02 11:06:22.527863,P0144
D02,118.3671,31.2342,2020-11-02 11:06:34.338023,P0176
D02,118.3671,31.2342,2020-11-02 11:07:29.183274,P0140
D02,118.3671,31.2342,2020-11-02 11:07:38.878470,P0120
D02,118.3671,31.2342,2020-11-02 11:08:03.291546,P0194
D02,118.3671,31.2342,2020-11-02 11:08:54.518700,P0189
D02,118.3671,31.2342,2020-11-02 11:09:21.704446,P0155
D02,118.3671,31.2342,2020-11-02 11:09:25.092911,P0198
D02,118.3671,31.2342,2020-11-02 11:10:04.409831,P0113
D02,118.3671,31.2342,2020-11-02 11:10:08.393922,P0105
D02,118.3671,31.2342,2020-11-02 11:10:53.045282,P0156
D02,118.3671,31.2342,2020-11-02 11:13:17.130982,P0183
D02,118.3671,31.2342,2020-11-02 11:13:49.451115,P0132
D02,118.3671,31.2342,2020-11-02 11:14:41.308315,P0192
D02,118.3671,31.2342,2020-11-02 11:15:02.917775,P0103
D02,118.3671,31.2342,2020-11-02 11:15:03.834259,P0185
D02,118.3671,31.2342,2020-11-02 11:15:17.684212,P0157
D02,118.3671,31.2342,2020-11-02 11:15:52.442864,P0196
D02,118.3671,31.2342,2020-11-02 11:15:53.165811,P0107
D02,118.3671,31.2342,2020-11-02 11:16:01.477820,P0112
D02,118.3671,31.2342,2020-11-02 11:16:29.106915,P0108
D02,118.3671,31.2342,2020-11-02 11:17:21.066642,P0137
D02,118.3671,31.2342,2020-11-02 11:17:58.065184,P0115
D02,118.3671,31.2342,2020-11-02 11:18:25.378917,P0146
D02,118.3671,31.2342,2020-11-02 11:19:28.174378,P0292
D02,118.3671,31.2342,2020-11-02 11:20:24.583690,P0147
D02,118.3671,31.2342,2020-11-02 11:20:54.663227,P0129
D02,118.3671,31.2342,2020-11-02 11:21:45.816502,P0181
D02,118.3671,31.2342,2020-11-02 11:22:04.022507,P0104
D02,118.3671,31.2342,2020-11-02 11:22:42.284014,P0122
D02,118.3671,31.2342,2020-11-02 11:23:12.322838,P0171
D02,118.3671,31.2342,2020-11-02 11:23:18.942281,P0159
D02,118.3671,31.2342,2020-11-02 11:23:20.198903,P0114
D02,118.3671,31.2342,2020-11-02 11:23:37.964826,P0199
D02,118.3671,31.2342,2020-11-02 11:24:05.705400,P0151
D02,118.3671,31.2342,2020-11-02 11:24:06.469286,P0211
D02,118.3671,31.2342,2020-11-02 11:24:44.915697,P0191
D02,118.3671,31.2342,2020-11-02 11:24:51.879548,P0106
D02,118.3671,31.2342,2020-11-02 11:24:55.281197,P1511
D02,118.3671,31.2342,2020-11-02 11:24:57.563677,P0163
D02,118.3671,31.2342,2020-11-02 11:25:10.099813,P1277
D02,118.3671,31.2342,2020-11-02 11:25:30.432886,P0722
D02,118.3671,31.2342,2020-11-02 11:25:33.261264,P0133
D02,118.3671,31.2342,2020-11-02 11:26:01.579128,P0142
D02,118.3671,31.2342,2020-11-02 11:26:12.907001,P0162
D02,118.3671,31.2342,2020-11-02 11:26:14.960203,P0259
D02,118.3671,31.2342,2020-11-02 11:26:39.941327,P0134
D02,118.3671,31.2342,2020-11-02 11:26:42.377215,P0158
D02,118.3671,31.2342,2020-11-02 11:26:43.945301,P0292
D02,118.3671,31.2342,2020-11-02 11:26:44.115718,P0100
D02,118.3671,31.2342,2020-11-02 11:26:52.097337,P0211
D02,118.3671,31.2342,2020-11-02 11:27:11.814733,P0188
D02,118.3671,31.2342,2020-11-02 11:27:28.237492,P0123
D02,118.3671,31.2342,2020-11-02 11:27:49.534888,P0109
D02,118.3671,31.2342,2020-11-02 11:28:04.080474,P0401
D02,118.3671,31.2342,2020-11-02 11:28:27.421684,P0250
